Season,Team,Player,Pos,TotalPoints,TotalPointsAboveAvg
2024,Army,Max DiDomenico,S,40,11
2024,Army,Paolo Gennarelli,RG,39,12
2024,Army,Bill Katsigiannis,LG,37,9
2024,Army,Kanye Udoh,RB,31,21
2024,Army,Noah Short,RB,30,17
2024,Army,Casey Larkin,S,30,-1
2024,Army,Andon Thomas,LB,27,-3
2024,Army,Kalib Fortner,LB,26,-2
2024,Army,David Crossan,TE,23,5
2024,Army,Justin Weaver,CB,23,5
2024,Army,Casey Reynolds,WR,21,14
2024,Army,Hayden Reed,RB,21,7
2024,Army,Elo Modozie,Edge,20,-5
2024,Army,Kody Harris-Miller,IDL,19,7
2024,Army,Donavon Platt,CB,19,-4
2024,Army,Chance Keith,CB,16,-13
2024,Army,Kyle Lewis,IDL,16,3
2024,Army,Miles Stewart,RB,13,3
2024,Army,Liam Fortner,WR,13,2
2024,Army,Eric Ford,Edge,12,1
2024,Army,Jaydan Mayes,CB,12,-10
2024,Army,Jordyn Law,LT,8,4
2024,Army,Parker Poloskey,TE,7,0
2024,Army,Dre Miller,IDL,7,-9
2024,Army,Deshontez Gray,IDL,7,-2
2024,Army,Brett Gerena,LB,5,-6
2024,Army,Will Jeffcoat,RG,5,1
2024,Army,Josiah Banks,CB,5,0
2024,Army,Cam Schurr,WR,3,-1
2024,Army,Samari Howard,RB,3,-2
2024,Army,Dewayne Coleman,QB,3,-1
2024,Army,Gavin Shields,S,2,-4
2024,Army,Jack Latore,IDL,1,-19
2024,Army,Damon Washington,CB,0,-4
2024,Army,Cody Winokur,IDL,0,-10
2024,Army,Jake Rendina,RB,0,-4
2024,Army,Trey Sofia,Edge,0,-12
2024,Army,Jacob Tuioti,IDL,-1,-10
2024,Army,Tyrell Robinson,RB,-2,-7
2024,Boise State,Ashton Jeanty,RB,104,84
2024,Boise State,Maddux Madsen,QB,94,38
2024,Boise State,Ahmed Hassanein,Edge,43,14
2024,Boise State,Ty Benefield,S,38,3
2024,Boise State,Zion Washington,S,33,-1
2024,Boise State,A'Marion McCoy,CB,32,0
2024,Boise State,Rodney Robinson,CB,32,11
2024,Boise State,Kage Casey,LT,32,5
2024,Boise State,Andrew Simpson,LB,31,11
2024,Boise State,Seyi Oladipo,CB,30,5
2024,Boise State,Ben Dooley,LG,28,2
2024,Boise State,Alexander Teubner,S,27,7
2024,Boise State,Matt Lauter,TE,26,6
2024,Boise State,Davon Banks,CB,26,10
2024,Boise State,Jeremiah Earby,CB,24,0
2024,Boise State,Marco Notarainni,LB,24,6
2024,Boise State,Zach Holmes,C,22,4
2024,Boise State,Jayden Virgin-Moran,Edge,20,-10
2024,Boise State,Tyler Keinath,RG,17,3
2024,Boise State,Hall Schmidt,RT,16,-5
2024,Boise State,Herbert Gums,IDL,16,-4
2024,Boise State,Braxton Fely,IDL,15,-7
2024,Boise State,Matt Wagner,TE,13,1
2024,Boise State,Roger Carreon,RG,11,2
2024,Boise State,Max Stege,Edge,10,3
2024,Boise State,Michael Callahan,IDL,10,-5
2024,Boise State,Sheldon Newton,IDL,9,-3
2024,Boise State,Prince Strachan,WR,9,3
2024,Boise State,Latrell Caples,WR,7,-1
2024,Boise State,Cameron Camper,WR,6,-4
2024,Boise State,Mason Randolph,C,6,0
2024,Boise State,Daylon Metoyer,RT,6,0
2024,Boise State,Jake Steele,RG,5,0
2024,Boise State,Austin Terry,TE,5,2
2024,Boise State,Jason Steele,C,4,0
2024,Boise State,Luke Voorhees,TE,3,0
2024,Boise State,Chase Penry,WR,3,0
2024,Boise State,Jake Ripp,Edge,2,-2
2024,Boise State,Austin Bolt,WR,1,-2
2024,BYU,Jake Retzlaff,QB,72,15
2024,BYU,Isaiah Glasker,LB,60,34
2024,BYU,Jakob Robinson,CB,41,10
2024,BYU,Tanner Wall,S,36,15
2024,BYU,Tyler Batty,Edge,33,8
2024,BYU,Harrison Taggart,LB,33,16
2024,BYU,Caleb Etienne,LT,32,4
2024,BYU,Blake Mangelson,IDL,31,13
2024,BYU,Weylin Lapuaho,LG,29,2
2024,BYU,LJ Martin,RB,28,19
2024,BYU,Jack Kelly,LB,26,-2
2024,BYU,Darius Lassiter,WR,25,15
2024,BYU,Marque Collins,CB,24,-4
2024,BYU,Crew Wakley,S,22,8
2024,BYU,Connor Pay,C,21,4
2024,BYU,Austin Leausa,RG,20,2
2024,BYU,Chase Roberts,WR,20,10
2024,BYU,Mory Bamba,CB,18,3
2024,BYU,Brayden Keim,RT,18,0
2024,BYU,Evan Johnson,CB,18,9
2024,BYU,John Nelson,IDL,17,-2
2024,BYU,Keelan Marion,WR,14,5
2024,BYU,Mata'ava Ta'ase,TE,12,-2
2024,BYU,Logan Lutui,Edge,12,-1
2024,BYU,Bruce Mitchell,C,12,-3
2024,BYU,Tommy Prassas,S,11,5
2024,BYU,Isaiah Bagnah,Edge,11,-6
2024,BYU,Sonny Makasini,RG,11,1
2024,BYU,Faletau Satuala,S,9,4
2024,BYU,Joshua Singh,IDL,8,2
2024,BYU,Raider Damuni,S,8,-3
2024,BYU,Keanu Hill,TE,6,-1
2024,BYU,Parker Kingston,WR,6,3
2024,BYU,Aisea Moa,LB,5,0
2024,BYU,Micah Harper,S,4,0
2024,BYU,Isaiah Jatta,RT,4,0
2024,BYU,Ray Paulo,TE,3,0
2024,BYU,Hinckley Ropati,RB,3,-2
2024,BYU,John Taumoepeau,IDL,3,-6
2024,BYU,Jojo Phillips,WR,2,-3
2024,BYU,Ethan Erickson,TE,2,-1
2024,BYU,Kody Epps,WR,0,-2
2024,Georgia,Carson Beck,QB,111,49
2024,Georgia,Malaki Starks,S,59,25
2024,Georgia,Daylen Everette,CB,48,14
2024,Georgia,C.J. Allen,LB,45,21
2024,Georgia,Jalon Walker,LB,44,21
2024,Georgia,Xavier Truss,RT,37,12
2024,Georgia,K.J. Bolden,S,37,16
2024,Georgia,Dylan Fairchild,LG,33,7
2024,Georgia,Mykel Williams,Edge,32,18
2024,Georgia,Jared Wilson,C,29,5
2024,Georgia,Dan Jackson,S,27,0
2024,Georgia,Chaz Chambliss,Edge,27,11
2024,Georgia,Trevor Etienne,RB,26,18
2024,Georgia,Raylen Wilson,LB,25,9
2024,Georgia,Smael Mondon Jr.,LB,25,9
2024,Georgia,Monroe Freeling,LT,23,5
2024,Georgia,Christen Miller,IDL,23,8
2024,Georgia,Oscar Delp,TE,20,6
2024,Georgia,Tate Ratledge,RG,19,3
2024,Georgia,Earnest Greene III,LT,17,-1
2024,Georgia,Julian Humphrey,CB,16,0
2024,Georgia,Benjamin Yurosek,TE,16,5
2024,Georgia,Joenel Aguero,CB,15,3
2024,Georgia,Nazir Stackhouse,IDL,15,-3
2024,Georgia,Warren Brinson,IDL,15,1
2024,Georgia,Arian Smith,WR,14,3
2024,Georgia,Micah Morris,RG,14,1
2024,Georgia,Damon Wilson II,Edge,14,-1
2024,Georgia,Dominic Lovett,WR,13,3
2024,Georgia,Gabe Harris Jr.,Edge,12,6
2024,Georgia,Tyrion Ingram-Dawkins,IDL,12,-8
2024,Georgia,Dillon Bell,WR,12,3
2024,Georgia,Lawson Luckie,TE,9,-2
2024,Georgia,Xzavier McLeod,IDL,9,3
2024,Georgia,Chris Cole,LB,9,5
2024,Georgia,Nate Frazier,RB,8,1
2024,Georgia,Cash Jones,RB,7,3
2024,Georgia,London Humphreys,WR,7,1
2024,Georgia,Daniel Harris,CB,7,-13
2024,Georgia,Drew Bobo,C,7,1
2024,Georgia,Gunner Stockton,QB,6,-7
2024,Georgia,JaCorey Thomas,CB,2,-2
2024,Georgia,Anthony Evans III,WR,2,0
2024,Georgia,Colbie Young,WR,2,0
2024,Illinois,Luke Altmyer,QB,60,1
2024,Illinois,Xavier Scott,CB,55,26
2024,Illinois,Gabe Jacas,Edge,42,18
2024,Illinois,Matthew Bailey,CB,38,6
2024,Illinois,Seth Coleman,Edge,35,14
2024,Illinois,Kaleb Patterson,CB,34,13
2024,Illinois,Pat Bryant,WR,34,24
2024,Illinois,Miles Scott,S,33,3
2024,Illinois,Melvin Priestly,RT,32,5
2024,Illinois,J.C. Davis,LT,31,4
2024,Illinois,Josh Kreutz,C,29,3
2024,Illinois,Torrie Cox Jr.,CB,27,10
2024,Illinois,Josh Gesky,LG,27,0
2024,Illinois,TeRah Edwards,IDL,22,-1
2024,Illinois,Josh McCray,RB,21,13
2024,Illinois,Tanner Arkin,TE,21,-2
2024,Illinois,Dylan Rosiek,LB,18,1
2024,Illinois,Zy Crisler,RG,17,1
2024,Illinois,Dennis Briggs Jr.,IDL,17,-6
2024,Illinois,Jaheim Clarke,CB,14,3
2024,Illinois,James Kreutz,LB,13,-1
2024,Illinois,Mac Resetich,S,13,6
2024,Illinois,Alec Bryant,Edge,12,0
2024,Illinois,Aidan Laughery,RB,12,6
2024,Illinois,Ryan Meed,LB,12,-2
2024,Illinois,Hank Beatty,WR,11,7
2024,Illinois,Zakhari Franklin,WR,9,-1
2024,Illinois,Brandon Henderson,RG,9,-3
2024,Illinois,Collin Dixon,WR,8,2
2024,Illinois,Carson Goda,TE,8,1
2024,Illinois,Ezekiel Holmes,IDL,7,-1
2024,Illinois,Malachi Hood,LB,6,2
2024,Illinois,Terrance Brooks,CB,5,-1
2024,Illinois,Alex Bray,IDL,4,-9
2024,Illinois,Joe Barna,Edge,3,-3
2024,Illinois,JoJo Hayden,Edge,3,-3
2024,Illinois,Malik Elzy,WR,2,0
2024,Illinois,Henry Boyer,TE,2,-2
2024,Illinois,Jeremiah Warren,IDL,1,-5
2024,Illinois,Alexander Capka-Jones,WR,-1,-3
2024,Illinois,Pat Farrell,IDL,-1,-6
2024,Illinois,Kaden Feagin,RB,-3,-8
2024,Illinois,Ca'Lil Valentine,RB,-8,-11
2024,Indiana,Kurtis Rourke,QB,90,41
2024,Indiana,D'Angelo Ponds,CB,59,30
2024,Indiana,Mikail Kamara,Edge,49,22
2024,Indiana,Jailin Walker,LB,41,12
2024,Indiana,Shawn Asbury II,S,39,9
2024,Indiana,Aiden Fisher,LB,38,7
2024,Indiana,Mike Katic,C,37,11
2024,Indiana,Carter Smith,LT,34,8
2024,Indiana,Bray Lynch,RG,32,7
2024,Indiana,Elijah Sarratt,WR,30,19
2024,Indiana,James Carpenter,IDL,29,5
2024,Indiana,Amare Ferrell,S,28,-3
2024,Indiana,Trey Wedig,RT,28,2
2024,Indiana,CJ West,IDL,27,9
2024,Indiana,Zach Horton,TE,25,6
2024,Indiana,Jamier Johnson,CB,24,0
2024,Indiana,Lanell Carr Jr.,Edge,23,-1
2024,Indiana,Drew Evans,LG,22,5
2024,Indiana,Rolijah Hardy,LB,22,15
2024,Indiana,Omar Cooper Jr.,WR,22,15
2024,Indiana,Terry Jones Jr.,CB,21,7
2024,Indiana,Jamari Sharpe,CB,16,5
2024,Indiana,Tyrique Tucker,IDL,15,3
2024,Indiana,Isaiah Jones,LB,13,5
2024,Indiana,Justice Ellison,RB,13,3
2024,Indiana,Myles Price,WR,12,7
2024,Indiana,Mario Landino,Edge,11,5
2024,Indiana,Kaelon Black,RB,11,9
2024,Indiana,Tyler Stephens,LG,9,-2
2024,Indiana,Jacob Mangum-Farrar,Edge,9,4
2024,Indiana,Tayven Jackson,QB,8,3
2024,Indiana,Ty Son Lawton,RB,7,-1
2024,Indiana,Miles Cross,WR,7,-1
2024,Indiana,Ke'Shawn Williams,WR,6,1
2024,Indiana,Josh Sanguinetti,S,6,-5
2024,Indiana,Marcus Burris Jr.,IDL,4,-8
2024,Indiana,James Bomba,TE,2,-1
2024,Indiana,Andison Coby,WR,-1,-2
2024,Iowa State,Rocco Becht,QB,111,47
2024,Iowa State,Jontez Williams,CB,50,24
2024,Iowa State,Beau Freyler,S,41,10
2024,Iowa State,Myles Purchase,CB,33,6
2024,Iowa State,Jarrod Hufford,C,31,3
2024,Iowa State,Jayden Higgins,WR,29,18
2024,Iowa State,Malik Verdon,S,28,6
2024,Iowa State,Jalen Travis,LT,27,5
2024,Iowa State,Jeremiah Cooper,S,25,-7
2024,Iowa State,Tyler Miller,RT,24,-3
2024,Iowa State,Darien Porter,CB,24,7
2024,Iowa State,Joey Petersen,Edge,22,0
2024,Iowa State,Ta'Shawn James,S,21,8
2024,Iowa State,Gabe Burkle,TE,21,1
2024,Iowa State,Brendan Black,RG,19,-8
2024,Iowa State,Jacob Ellis,LB,19,3
2024,Iowa State,Tyler Onyedim,IDL,18,0
2024,Iowa State,J.R. Singleton,IDL,17,-1
2024,Iowa State,Trevor Buhr,LG,15,0
2024,Iowa State,Cael Brezina,LB,13,4
2024,Iowa State,Stevo Klotz,TE,13,2
2024,Iowa State,Dylan Barrett,LG,12,1
2024,Iowa State,Beau Goodwin,LB,12,4
2024,Iowa State,James Neal,LT,11,1
2024,Iowa State,Jamison Patton,S,10,4
2024,Iowa State,Kooper Ebel,LB,10,-19
2024,Iowa State,Benjamin Brahmer,TE,10,4
2024,Iowa State,Rylan Barnes,LB,10,-1
2024,Iowa State,Jack Sadowsky V,LB,9,-4
2024,Iowa State,Will McLaughlin,LB,9,0
2024,Iowa State,Abu Sama III,RB,9,2
2024,Iowa State,Domonique Orange,IDL,8,-7
2024,Iowa State,Jaylin Noel,WR,6,-6
2024,Iowa State,Carson Brown,WR,5,-2
2024,Iowa State,Tyler Moore,TE,5,-2
2024,Iowa State,Zaimir Hawk,IDL,5,-6
2024,Iowa State,Isaiah Alston,WR,3,1
2024,Iowa State,Carson Hansen,RB,3,-8
2024,Iowa State,Ikenna Ezeogu,Edge,2,-8
2024,Iowa State,Eli Green,WR,2,0
2024,Iowa State,Kenard Snyder,Edge,2,-2
2024,Iowa State,Zachary Lovett,LB,1,-5
2024,Iowa State,Beni Ngoyi,WR,0,-1
2024,Iowa State,Trent Jones II,Edge,0,-4
2024,Iowa State,Jaylon Jackson,RB,-2,-7
2024,Marshall,Mike Green,Edge,62,37
2024,Marshall,Braylon Braxton,QB,57,22
2024,Marshall,Josh Moten,CB,41,16
2024,Marshall,J.J. Roberts,S,35,3
2024,Marshall,Jacobie Henderson,CB,34,5
2024,Marshall,Elijah Ellis,LT,29,5
2024,Marshall,Deeve Harris,Edge,28,14
2024,Marshall,Jaden Yates,LB,28,-3
2024,Marshall,Jalen Slappy,RG,26,1
2024,Marshall,A.J. Turner,RB,26,20
2024,Marshall,Jeremy Jones,RT,25,-1
2024,Marshall,Logan Osburn,C,25,1
2024,Marshall,Jadarius Green-McKnight,CB,21,2
2024,Marshall,Bryce Ramsey,LG,18,0
2024,Marshall,Landyn Watson,LB,16,-6
2024,Marshall,Toby Payne,TE,15,-1
2024,Marshall,AG McGhee,S,15,-4
2024,Marshall,Christian Fitzpatrick,WR,15,4
2024,Marshall,J'Coryan Anderson,LB,14,9
2024,Marshall,Chris Thomas Jr.,IDL,13,-3
2024,Marshall,Chuck Montgomery,WR,10,5
2024,Marshall,Ian Foster,CB,10,-2
2024,Marshall,Daytione Smith,CB,9,2
2024,Marshall,Braydin Ward,Edge,9,4
2024,Marshall,Ra'Quan Thompson,IDL,8,-2
2024,Marshall,TyQaze Leggs,IDL,7,-9
2024,Marshall,Dylan Davis,IDL,7,-1
2024,Marshall,Jabari Ishmael,Edge,7,-3
2024,Marshall,Ahmere Foster,S,7,-7
2024,Marshall,Bralon Brown,WR,7,2
2024,Marshall,Eric Meeks,C,6,0
2024,Marshall,J.J. Hawkins,Edge,6,-3
2024,Marshall,Jude Okolo,IDL,6,2
2024,Marshall,Monroe Beard III,LB,6,1
2024,Marshall,Carl Chester,WR,5,-3
2024,Marshall,Justin Holmes,TE,5,1
2024,Marshall,Elijah Metcalf,WR,4,1
2024,Marshall,Shun'markus Adams,LG,3,-3
2024,Marshall,Jason Shuford,IDL,1,-7
2024,Marshall,DeMarcus Harris,WR,1,-1
2024,Marshall,Stone Earle,QB,0,-19
2024,Marshall,Bryan Robinson,WR,0,-2
2024,Marshall,Tychaun Chapman,WR,0,-2
2024,Marshall,Ethan Payne,RB,-3,-7
2024,Marshall,Jordan Houston,RB,-3,-11
2024,Memphis,Seth Henigan,QB,122,59
2024,Memphis,Chandler Martin,LB,55,22
2024,Memphis,Mario Anderson Jr.,RB,42,29
2024,Memphis,Davion Ross,CB,40,9
2024,Memphis,Xavier Hill,LG,36,10
2024,Memphis,Greg Rubin,S,35,3
2024,Memphis,Chris Adams,LT,34,8
2024,Memphis,Trent Holler,C,32,7
2024,Memphis,Kobee Minor,CB,32,7
2024,Memphis,Jonah Gambill,RG,28,2
2024,Memphis,Elijah Herring,LB,26,-2
2024,Memphis,Matt Hudson,LB,22,-8
2024,Memphis,A.J. Watts,S,21,-12
2024,Memphis,DJ Bell,CB,19,11
2024,Memphis,DeMeer Blankumsee,WR,19,9
2024,Memphis,William Whitlow Jr.,Edge,17,-3
2024,Memphis,Anthony Landphere,TE,17,4
2024,Memphis,Keydrell Lewis,RT,16,2
2024,Memphis,Gregory Desrosiers Jr.,RB,14,11
2024,Memphis,Malachi Breland,LG,14,1
2024,Memphis,Brandon Thomas,RB,13,11
2024,Memphis,Roc Taylor,WR,13,3
2024,Memphis,Javon Denis,IDL,13,-8
2024,Memphis,Brendan Doyle,TE,10,-1
2024,Memphis,Patrick Lucas Jr.,IDL,9,-10
2024,Memphis,Kourtlan Marsh,S,8,-1
2024,Memphis,An'Darius Coffey,S,7,-3
2024,Memphis,Koby Drake,WR,7,-3
2024,Memphis,Bryce Edmondson,LB,5,-4
2024,Memphis,Cormontae Hamilton,IDL,4,-2
2024,Memphis,Keveion'ta Spears,IDL,4,0
2024,Memphis,Mond Cole,IDL,2,-4
2024,Memphis,Devin Baldwin,IDL,2,-4
2024,Memphis,Vic Alobwede,Edge,2,-7
2024,Memphis,Jamauri Chislom,TE,2,-2
2024,Memphis,Jordan Grier,S,1,-10
2024,Memphis,Marcello Bussey,WR,1,-1
2024,Memphis,Jyaire Shorter,WR,0,-3
2024,Memphis,Adarious Jones,Edge,-1,-6
2024,Miami FL,Cameron Ward,QB,131,70
2024,Miami FL,Mishael Powell,S,48,17
2024,Miami FL,Damien Martinez,RB,48,38
2024,Miami FL,Xavier Restrepo,WR,41,30
2024,Miami FL,Francisco Mauigoa,LB,35,7
2024,Miami FL,Tyler Baron,Edge,33,15
2024,Miami FL,Zach Carpenter,C,31,6
2024,Miami FL,Francis Mauigoa,RT,31,6
2024,Miami FL,Wesley Bissainthe,LB,29,4
2024,Miami FL,Akheem Mesidor,IDL,29,9
2024,Miami FL,OJ Frederique Jr.,CB,29,5
2024,Miami FL,Simeon Barrow Jr.,IDL,28,12
2024,Miami FL,Anez Cooper,RG,28,4
2024,Miami FL,Jadais Richard,CB,27,11
2024,Miami FL,Elijah Arroyo,TE,24,10
2024,Miami FL,Rueben Bain Jr.,Edge,22,6
2024,Miami FL,Jalen Rivers,LT,21,5
2024,Miami FL,Jaden Harris,S,21,-5
2024,Miami FL,Markel Bell,LT,20,5
2024,Miami FL,Raul Aguirre Jr.,LB,18,11
2024,Miami FL,Matthew McCoy,LG,18,1
2024,Miami FL,Isaiah Horton,WR,17,9
2024,Miami FL,Ahmad Moten Sr.,IDL,16,4
2024,Miami FL,Daryl Porter Jr.,CB,15,-9
2024,Miami FL,Elijah Alston,Edge,13,3
2024,Miami FL,Mark Fletcher Jr.,RB,13,6
2024,Miami FL,Jordan Lyle,RB,12,9
2024,Miami FL,Markeith Williams,S,11,4
2024,Miami FL,Jacolby George,WR,10,2
2024,Miami FL,Zaquan Patterson,S,10,3
2024,Miami FL,Cam McCormick,TE,9,2
2024,Miami FL,Riley Williams,TE,9,4
2024,Miami FL,Marley Cook,IDL,8,2
2024,Miami FL,C.J. Clark,IDL,8,-6
2024,Miami FL,Malik Bryant,Edge,8,1
2024,Miami FL,Elija Lofton,TE,7,3
2024,Miami FL,Chase Smith,LB,6,2
2024,Miami FL,Jaylin Alderman,LB,6,-3
2024,Miami FL,Samuel Brown,WR,5,-2
2024,Miami FL,D'Yoni Hill,CB,5,-10
2024,Miami FL,Justin Scott,IDL,2,-2
2024,Missouri,Brady Cook,QB,54,7
2024,Missouri,Theo Wease Jr.,WR,35,26
2024,Missouri,Corey Flagg Jr.,LB,34,15
2024,Missouri,Zion Young,Edge,33,13
2024,Missouri,Marcus Bryant,LT,33,7
2024,Missouri,Luther Burden III,WR,33,25
2024,Missouri,Armand Membou,RT,33,9
2024,Missouri,Johnny Walker Jr.,Edge,32,9
2024,Missouri,Cayden Green,LG,31,8
2024,Missouri,Daylan Carnell,CB,30,6
2024,Missouri,Cam'ron Johnson,RG,30,6
2024,Missouri,Triston Newson,LB,27,7
2024,Missouri,Dreyden Norwood,CB,26,1
2024,Missouri,Chris McClellan,IDL,25,6
2024,Missouri,Kristian Williams,IDL,25,4
2024,Missouri,Marvin Burks Jr.,S,21,-3
2024,Missouri,Joseph Charleston,S,20,1
2024,Missouri,Connor Tollison,C,20,4
2024,Missouri,Toriano Pride Jr.,CB,19,-5
2024,Missouri,Mitchell Walters,RT,18,7
2024,Missouri,Drake Heismeyer,C,17,6
2024,Missouri,Sidney Williams,CB,11,0
2024,Missouri,Chuck Hicks,LB,11,0
2024,Missouri,Eddie Kelly Jr.,Edge,11,2
2024,Missouri,Joshua Manning,WR,10,3
2024,Missouri,Tre'Vez Johnson,S,10,-4
2024,Missouri,Sterling Webb,IDL,10,-2
2024,Missouri,Jordon Harris,TE,9,-2
2024,Missouri,Mookie Cooper,WR,9,4
2024,Missouri,Caleb Flagg,S,8,2
2024,Missouri,Marquis Johnson,WR,8,3
2024,Missouri,Brett Norfleet,TE,7,-3
2024,Missouri,Jahkai Lang,Edge,7,1
2024,Missouri,Marquis Gracial,IDL,4,-1
2024,Missouri,Jamal Roberts,RB,3,-3
2024,Missouri,Nicholas Deloach Jr.,CB,3,-12
2024,Missouri,Tyler Stephens,TE,2,-2
2024,Missouri,Jalen Marshall,IDL,2,-3
2024,Missouri,Daniel Blood,WR,1,-2
2024,Missouri,Khalil Jacobs,LB,0,-6
2024,Missouri,Mekhi Miller,WR,0,-6
2024,Missouri,Drew Pyne,QB,0,-11
2024,Missouri,Marcus Carroll,RB,-5,-11
2024,Missouri,Nate Noel,RB,-6,-15
2024,Navy,Blake Horvath,QB,61,32
2024,Navy,Dashaun Peele,CB,57,31
2024,Navy,Kyle Jacob,LB,48,20
2024,Navy,Colin Ramos,LB,38,8
2024,Navy,Eli Heidenreich,RB,38,21
2024,Navy,Rayuan Lane III,S,36,6
2024,Navy,Connor McMahon,LT,36,9
2024,Navy,Javan Bouton,RT,35,7
2024,Navy,Landon Robinson,IDL,32,6
2024,Navy,Ben Purvis,LG,32,5
2024,Navy,Brent Self,C,31,3
2024,Navy,Luke Pirris,Edge,28,1
2024,Navy,Mbiti Williams Jr.,S,21,-9
2024,Navy,Kenneth McShan,Edge,20,6
2024,Navy,Andrew Duhart,CB,20,0
2024,Navy,Justin Reed,Edge,19,-6
2024,Navy,Jaxson Campbell,LB,19,0
2024,Navy,Cam Nichols,RG,16,-1
2024,Navy,Griffen Willis,IDL,14,0
2024,Navy,Thomas Scully,TE,14,1
2024,Navy,Alex Tecza,FB,13,4
2024,Navy,Cody Howard,TE,13,5
2024,Navy,Brandon Chatman,RB,12,-2
2024,Navy,Jake Norris,TE,8,3
2024,Navy,Hoke Smith II,RG,8,-1
2024,Navy,Nathan Kent,WR,7,2
2024,Navy,Marcus Bleazard,LB,7,3
2024,Navy,Bryce Allen,CB,6,2
2024,Navy,Greg Johnson II,CB,5,-1
2024,Navy,Kendall Whiteside,IDL,5,-9
2024,Navy,Amin Hassan,RB,5,1
2024,Navy,Daba Fofana,FB,5,0
2024,Navy,Trey Cummings,RT,5,2
2024,Navy,Giuseppe Sessi,S,4,-1
2024,Navy,Isaiah Bryant,RB,4,0
2024,Navy,Regis Velez,WR,3,0
2024,Navy,Chreign LaFond,Edge,1,-3
2024,Navy,Dylan Spelios,Edge,-1,-6
2024,Navy,Luke Hutchison,WR,-1,-4
2024,Navy,Tyler Narayan,IDL,-1,-8
2024,Navy,Ira Oniha,CB,-2,-8
2024,Navy,Braxton Woodson,QB,-9,-16
2024,Notre Dame,Riley Leonard,QB,130,57
2024,Notre Dame,Xavier Watts,S,83,44
2024,Notre Dame,Jeremiyah Love,RB,64,53
2024,Notre Dame,Jack Kiser,LB,63,38
2024,Notre Dame,Adon Shuler,S,57,26
2024,Notre Dame,Christian Gray,CB,56,23
2024,Notre Dame,Leonard Moore,CB,50,20
2024,Notre Dame,Aamil Wagner,RT,42,9
2024,Notre Dame,Jaylen Sneed,LB,41,25
2024,Notre Dame,Pat Coogan,C,31,4
2024,Notre Dame,Anthonie Knapp,LT,30,2
2024,Notre Dame,Rylie Mills,IDL,30,10
2024,Notre Dame,Drayk Bowen,LB,29,4
2024,Notre Dame,Jadarian Price,RB,29,21
2024,Notre Dame,Junior Tuihalamaka,Edge,28,11
2024,Notre Dame,Jordan Clark,CB,28,2
2024,Notre Dame,Billy Schrauth,LG,27,3
2024,Notre Dame,Jaiden Ausberry,LB,26,8
2024,Notre Dame,Rod Heard II,S,25,8
2024,Notre Dame,Rocco Spindler,RG,25,1
2024,Notre Dame,Donovan Hinish,IDL,23,6
2024,Notre Dame,Jaden Greathouse,WR,22,14
2024,Notre Dame,Mitchell Evans,TE,21,7
2024,Notre Dame,Howard Cross III,IDL,21,-3
2024,Notre Dame,Kyngstonn Viliamu-Asa,LB,18,4
2024,Notre Dame,Boubacar Traore,Edge,18,13
2024,Notre Dame,Sam Pendleton,LG,17,1
2024,Notre Dame,Joshua Burnham,Edge,17,-1
2024,Notre Dame,Gabriel Rubio,IDL,14,2
2024,Notre Dame,Steve Angeli,QB,14,8
2024,Notre Dame,Eli Raridon,TE,13,1
2024,Notre Dame,Aneyas Williams,RB,12,6
2024,Notre Dame,Jordan Faison,WR,12,6
2024,Notre Dame,Bryce Young,Edge,11,-4
2024,Notre Dame,Benjamin Morrison,CB,11,-1
2024,Notre Dame,R.J. Oben,Edge,10,-6
2024,Notre Dame,Cooper Flanagan,TE,9,1
2024,Notre Dame,Jayden Thomas,WR,8,2
2024,Notre Dame,Jason Onye,IDL,8,4
2024,Notre Dame,Jayden Harrison,WR,8,5
2024,Notre Dame,Kris Mitchell,WR,7,-1
2024,Notre Dame,Ashton Craig,C,6,1
2024,Notre Dame,Charles Jagusah,LT,4,0
2024,Notre Dame,Tosh Baker,LT,3,-1
2024,Notre Dame,Beaux Collins,WR,3,-8
2024,Notre Dame,Deion Colzie,WR,1,0
2024,Ohio,Parker Navarro,QB,67,18
2024,Ohio,Tank Pearson,CB,36,6
2024,Ohio,Coleman Owen,WR,34,24
2024,Ohio,Davion Weatherspoon,LT,33,6
2024,Ohio,Parker Titsworth,C,31,5
2024,Ohio,Christophe Atkinson,RG,30,3
2024,Ohio,Roman Parodie,CB,29,0
2024,Ohio,Bradley Weaver,Edge,29,4
2024,Ohio,Shay Taylor,LB,28,1
2024,Ohio,Carson Heidecker,LG,28,5
2024,Ohio,Anthony Tyus III,RB,26,11
2024,Ohio,Ben McNaboe,Edge,25,1
2024,Ohio,Blake Leake,LB,24,-5
2024,Ohio,Dustin Johnson,S,23,-8
2024,Ohio,Marcel Walker-Burgess,Edge,21,1
2024,Ohio,Cam Rice,IDL,20,7
2024,Ohio,DJ Walker,S,19,-15
2024,Ohio,Jacob Dennison,RT,18,-1
2024,Ohio,CJ Doggette,IDL,15,-5
2024,Ohio,Bralen Henderson,IDL,14,-7
2024,Ohio,Adonis Williams Jr.,CB,13,-6
2024,Ohio,Austin Brawley,S,13,-2
2024,Ohio,Trent Allen,LG,13,3
2024,Ohio,Kadin Schmitz,LB,11,-2
2024,Ohio,Rodney Harris II,WR,8,-1
2024,Ohio,Mason Williams,TE,7,-3
2024,Ohio,Kaci Seegars,Edge,6,0
